Bedroom,Bathroom,Property Size,# of Floors,Total Units,Parking Lot,Property Age,Tenure Type Encoded,Property Type Encoded,Land Title Encoded,Transit Zone,Facility Count,Facility Tier,State_Kedah,State_Kelantan,State_Kuala Lumpur,State_Melaka,State_Negeri Sembilan,State_Other,State_Pahang,State_Penang,State_Perak,State_Putrajaya,State_Sabah,State_Sarawak,State_Selangor,State_Terengganu
4.0,2.0,1650.0,20.0,462.0,2.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,656.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,946.0,18.0,752.0,1.0,26.0,0,1,1,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1539.0,17.0,328.0,3.0,14.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,731.0,20.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,750.0,5.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1207.0,18.0,250.0,1.0,13.0,0,5,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,20.0,462.0,1.0,12.0,1,3,2,0,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,768.0,5.0,40.0,1.0,12.0,0,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,980.0,20.0,462.0,1.0,12.0,1,5,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,500.0,20.0,462.0,1.0,12.0,1,5,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,435.0,435.0,2.0,16.0,1,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,950.0,20.0,450.0,2.0,4.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,3.0,1300.0,20.0,462.0,2.0,12.0,1,1,1,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.0,2.0,1149.0,20.0,464.0,2.0,12.0,1,1,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,4.0,2240.0,20.0,462.0,1.0,12.0,0,4,1,0,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,2.0,12.0,0,0,1,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,3.0,1200.0,5.0,462.0,1.0,12.0,1,1,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,1.0,700.0,22.0,1008.0,1.0,29.0,1,0,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1100.0,5.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,818.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,2.0,925.0,11.0,462.0,1.0,12.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,916.0,22.0,328.0,2.0,10.0,0,0,2,0,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,1.0,513.0,20.0,462.0,1.0,12.0,0,3,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,3.0,1445.0,20.0,456.0,1.0,10.0,0,1,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,20.0,891.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,860.0,17.0,299.0,2.0,6.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1302.0,17.0,91.0,2.0,10.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,700.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,2.0,900.0,42.0,2685.0,2.0,7.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,786.0,20.0,462.0,1.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1366.0,27.0,162.0,1.0,9.0,0,1,1,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1432.0,20.0,684.0,2.0,12.0,0,1,2,0,10,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,1.0,606.0,20.0,462.0,1.0,12.0,0,0,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1200.0,22.0,504.0,1.0,32.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,982.0,20.0,462.0,2.0,9.0,0,1,2,0,7,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,1130.0,20.0,462.0,2.0,12.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1200.0,30.0,816.0,2.0,10.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,825.0,34.0,542.0,2.0,9.0,0,5,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,650.0,20.0,405.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,710.0,3.0,462.0,1.0,12.0,0,0,2,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,929.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,1378.0,15.0,368.0,1.0,9.0,0,1,1,1,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,990.0,23.0,241.0,2.0,6.0,0,5,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1272.0,22.0,800.0,2.0,18.0,0,1,2,1,12,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1012.0,23.0,744.0,2.0,12.0,1,5,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,1.0,592.0,18.0,462.0,1.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,2.0,1350.0,20.0,462.0,2.0,12.0,1,5,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,18.0,182.0,1.0,20.0,1,0,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,806.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,1200.0,60.0,1516.0,1.0,9.0,1,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1346.0,20.0,128.0,2.0,11.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2.0,720.0,20.0,462.0,1.0,10.0,1,5,2,0,10,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,3.0,1788.0,29.0,369.0,2.0,9.0,1,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,613.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,1.0,646.0,63.0,956.0,1.0,5.0,1,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,904.0,36.0,310.0,2.0,5.0,1,1,2,0,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,2.0,897.0,20.0,704.0,1.0,16.0,0,1,1,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1018.0,20.0,462.0,1.0,12.0,0,0,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,632.0,4.0,462.0,1.0,12.0,0,0,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,1100.0,20.0,462.0,2.0,12.0,0,1,2,0,6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,800.0,20.0,462.0,1.0,12.0,0,0,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.0,1.0,454.0,15.0,766.0,1.0,12.0,0,5,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1012.0,20.0,437.0,1.0,32.0,1,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,22.0,1008.0,1.0,29.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1667.0,20.0,462.0,1.0,12.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.0,1.0,624.0,20.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,906.0,21.0,565.0,1.0,20.0,0,0,2,0,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,710.0,5.0,40.0,1.0,12.0,0,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1376.0,17.0,616.0,1.0,18.0,0,1,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,1.0,531.0,20.0,462.0,1.0,12.0,0,5,2,1,12,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,650.0,5.0,720.0,1.0,12.0,0,3,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1288.0,20.0,462.0,1.0,12.0,0,1,2,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,688.0,20.0,462.0,1.0,12.0,0,3,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,9.0,11.0,120.0,2.0,11.0,1,1,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,1055.0,40.0,1360.0,5.0,9.0,0,5,2,0,9,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.0,2.0,700.0,20.0,462.0,1.0,12.0,0,0,2,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2.0,810.0,27.0,462.0,1.0,22.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,838.0,22.0,816.0,1.0,19.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,434.0,20.0,462.0,1.0,12.0,1,0,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,860.0,10.0,462.0,1.0,12.0,0,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,1.0,622.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1000.0,20.0,462.0,1.0,12.0,1,0,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,811.0,4.0,368.0,1.0,30.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,600.0,5.0,462.0,1.0,12.0,1,3,1,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,3.0,1409.0,26.0,220.0,2.0,7.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,49.0,2155.0,1.0,10.0,0,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,635.0,5.0,59.0,1.0,25.0,1,3,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1022.0,20.0,462.0,1.0,12.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,807.0,8.0,95.0,1.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,42.0,1311.0,2.0,5.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1056.0,20.0,462.0,1.0,12.0,0,0,2,0,11,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,2.0,1353.0,49.0,480.0,2.0,8.0,1,5,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,460.0,20.0,462.0,1.0,12.0,1,5,2,0,14,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.0,2.0,1009.0,36.0,1338.0,2.0,9.0,0,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,856.0,9.0,462.0,1.0,12.0,1,1,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,760.0,20.0,462.0,1.0,12.0,1,0,2,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,20.0,536.0,2.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,20.0,462.0,3.0,1.0,1,0,1,0,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,717.0,11.0,462.0,1.0,12.0,1,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,1.0,526.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,20.0,462.0,1.0,12.0,0,1,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1024.0,20.0,698.0,1.0,21.0,0,0,2,0,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1050.0,5.0,462.0,1.0,12.0,0,1,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,982.0,16.0,462.0,1.0,12.0,1,1,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1016.0,21.0,800.0,1.0,20.0,0,0,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1288.0,21.0,455.0,2.0,11.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,17.0,299.0,2.0,6.0,1,1,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,1.0,700.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,20.0,462.0,1.0,12.0,1,1,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1052.0,38.0,462.0,1.0,16.0,0,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,391.0,20.0,462.0,1.0,12.0,0,1,2,0,7,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,950.0,25.0,452.0,2.0,9.0,1,1,1,1,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,2.0,1087.0,20.0,428.0,1.0,28.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,953.0,36.0,1148.0,1.0,7.0,1,0,2,0,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,736.0,20.0,596.0,1.0,16.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1065.0,23.0,418.0,2.0,12.0,0,5,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,930.0,23.0,254.0,1.0,2.0,0,1,1,0,7,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,920.0,15.0,690.0,2.0,27.0,0,1,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,743.0,20.0,306.0,1.0,12.0,1,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,825.0,21.0,613.0,2.0,5.0,0,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1288.0,21.0,455.0,2.0,11.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1272.0,20.0,462.0,2.0,12.0,0,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,578.0,20.0,462.0,1.0,12.0,1,5,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,535.0,20.0,356.0,1.0,17.0,0,5,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1151.0,20.0,462.0,2.0,12.0,1,7,2,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1.0,1.0,578.0,35.0,1200.0,1.0,23.0,1,1,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,30.0,462.0,1.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,914.0,20.0,462.0,2.0,12.0,1,0,2,0,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1020.0,20.0,462.0,1.0,12.0,0,5,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1742.0,30.0,600.0,2.0,12.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1050.0,20.0,462.0,1.0,12.0,0,0,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1024.0,4.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,900.0,20.0,109.0,1.0,12.0,0,1,2,0,12,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,1.0,517.0,7.0,297.0,2.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1020.0,16.0,1120.0,2.0,13.0,0,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,900.0,13.0,462.0,2.0,17.0,0,0,1,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1276.0,30.0,720.0,2.0,12.0,0,1,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,750.0,18.0,112.0,1.0,12.0,1,0,2,0,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,861.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,3.0,1195.0,20.0,462.0,2.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1100.0,32.0,462.0,1.0,31.0,1,1,1,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,750.0,20.0,608.0,1.0,12.0,1,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,778.0,7.0,1274.0,1.0,21.0,0,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,753.0,20.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1000.0,5.0,462.0,1.0,12.0,1,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,720.0,20.0,462.0,1.0,35.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,500.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,915.0,4.0,462.0,1.0,35.0,1,1,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,819.0,44.0,2136.0,1.0,5.0,0,5,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,807.0,20.0,462.0,1.0,12.0,0,0,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,939.0,25.0,636.0,1.0,11.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,800.0,20.0,462.0,1.0,12.0,1,5,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,950.0,20.0,635.0,1.0,7.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,3.0,1186.0,38.0,916.0,1.0,9.0,1,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,886.0,20.0,462.0,1.0,12.0,0,5,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,20.0,462.0,2.0,12.0,1,0,2,0,13,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,2.0,1021.0,14.0,462.0,1.0,12.0,1,1,2,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,20.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,688.0,20.0,462.0,1.0,12.0,1,5,2,0,14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1076.0,38.0,434.0,1.0,10.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1238.0,14.0,319.0,1.0,12.0,1,0,2,0,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1081.0,23.0,284.0,1.0,15.0,1,1,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1533.0,18.0,500.0,1.0,30.0,1,1,1,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,811.0,4.0,368.0,1.0,30.0,1,1,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,983.0,23.0,462.0,1.0,12.0,1,1,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1100.0,25.0,1220.0,1.0,22.0,1,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,1,3,1,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,2.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,649.0,56.0,819.0,1.0,4.0,0,5,2,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4.0,2.0,1487.0,18.0,107.0,1.0,11.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,753.0,20.0,462.0,1.0,12.0,0,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,547.0,20.0,462.0,1.0,12.0,0,3,1,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,5.0,462.0,1.0,12.0,0,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1616.0,19.0,216.0,1.0,27.0,0,1,2,0,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,935.0,22.0,1008.0,1.0,29.0,1,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1121.0,25.0,486.0,1.0,8.0,1,5,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,650.0,35.0,1843.0,1.0,7.0,1,5,2,0,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,870.0,29.0,391.0,1.0,10.0,0,1,2,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,3.0,1830.0,20.0,462.0,2.0,12.0,0,1,2,0,8,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,1165.0,20.0,406.0,2.0,5.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,826.0,20.0,363.0,1.0,8.0,1,5,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1049.0,12.0,196.0,1.0,19.0,0,0,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,710.0,3.0,462.0,1.0,12.0,0,0,2,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1000.0,5.0,108.0,1.0,12.0,1,1,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,517.0,20.0,462.0,1.0,12.0,1,0,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1249.0,33.0,256.0,2.0,6.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,640.0,20.0,1050.0,1.0,8.0,1,1,2,0,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,2747.0600000000027,17.0,416.0,1.0,12.0,0,1,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,833.0,20.0,462.0,1.0,9.0,1,0,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,750.0,20.0,462.0,1.0,12.0,0,0,1,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,480.0,20.0,462.0,1.0,12.0,1,3,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,494.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,29.0,462.0,1.0,18.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1103.0,12.0,462.0,1.0,12.0,0,0,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1060.0,25.0,237.0,2.0,30.0,1,1,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,730.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1400.0,18.0,288.0,2.0,12.0,0,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5.0,3.0,2000.0,14.0,528.0,2.0,29.0,0,4,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,835.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,834.0,20.0,462.0,1.0,12.0,1,0,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
